popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
46,0.172,0.4629999999999999,274680,medium,0.0225,0.175,-13.882,0.039,134,0.738,Blues
26,0.0165,0.247,162733,high,0.596,0.145,-5.063,0.138,149,0.193,Blues
45,0.948,0.57,181893,low,0.0224,0.111,-12.138,0.0473,115,0.5429999999999999,Blues
26,0.044,0.315,222787,medium,0.000224,0.0921,-5.799,0.0513,92,0.392,Blues
36,0.2319999999999999,0.5760000000000001,323667,medium,0.00145,0.0607,-9.008,0.0456,103,0.449,Blues
30,0.446,0.597,176320,medium,0.4539999999999999,0.424,-13.671,0.0482,107,0.772,Blues
41,0.0178,0.4679999999999999,230000,high,0.0343,0.865,-6.2170000000000005,0.0729,125,0.527,Blues
26,0.83,0.5920000000000001,106760,medium,0.0,0.243,-10.496,0.0631,154,0.932,Blues
32,0.0215,0.3829999999999999,256738,high,0.0691,0.225,-5.132999999999999,0.0518,142,0.542,Blues
30,0.6940000000000001,0.506,210867,low,0.0020399999999999,0.251,-14.41,0.0563,83,0.437,Blues
43,0.389,0.5,184560,low,0.0027,0.163,-8.906,0.0296,118,0.7240000000000001,Blues
28,0.409,0.518,172987,high,0.0449,0.322,-5.016,0.0497,121,0.358,Blues
34,0.327,0.581,247387,high,0.384,0.0736,-6.477,0.0307,145,0.643,Blues
31,0.0702,0.462,388333,low,0.0,0.35,-6.254,0.0347,116,0.359,Blues
28,0.00029,0.373,592053,high,0.0179,0.669,-6.268,0.166,142,0.272,Blues
26,0.485,0.385,288763,high,0.000248,0.883,-7.197,0.0995,139,0.491,Blues
30,0.742,0.578,255560,low,0.000105,0.109,-21.523000000000003,0.0421,76,0.3229999999999999,Blues
30,0.375,0.693,202907,low,1.48e-06,0.0889,-4.71,0.0359,115,0.5479999999999999,Blues
38,0.0162,0.636,182187,medium,2.3e-06,0.089,-7.372000000000001,0.0363,76,0.3379999999999999,Blues
29,0.457,0.578,256533,medium,0.0041,0.0942,-14.441,0.0408,117,0.741,Blues
26,0.113,0.509,143693,high,0.308,0.134,-7.257000000000001,0.0501,82,0.812,Blues
50,0.98,0.484,190800,low,2.47e-06,0.159,-11.273,0.0364,127,0.191,Blues
0,0.72,0.301,213107,low,0.000222,0.17,-15.681,0.0439,110,0.204,Blues
35,0.8690000000000001,0.596,168360,low,0.00011,0.0883,-8.325,0.0316,111,0.851,Blues
25,0.905,0.266,148933,medium,0.627,0.1669999999999999,-8.308,0.052,179,0.526,Blues
41,0.532,0.547,170800,low,2.58e-05,0.254,-8.395,0.0573,81,0.245,Blues
28,0.0195,0.635,163410,medium,1.22e-05,0.121,-5.218,0.0334,122,0.488,Blues
29,0.079,0.57,257600,medium,0.000103,0.0887,-7.572999999999999,0.0641,127,0.469,Blues
28,5.97e-05,0.421,110213,high,0.6409999999999999,0.319,-4.588,0.0706,110,0.304,Blues
36,0.8740000000000001,0.307,204733,low,4.84e-06,0.0725,-6.357,0.0275,93,0.2,Blues
42,0.603,0.7190000000000001,152533,low,0.31,0.0487,-10.683,0.0497,155,0.84,Blues
62,0.6759999999999999,0.489,196467,low,0.0789,0.0866,-14.295,0.0323,124,0.622,Blues
39,0.0762,0.504,245493,high,0.0115,0.106,-5.095,0.074,118,0.203,Blues
58,0.0113,0.371,220538,high,2.7e-05,0.43,-5.533,0.0784,110,0.508,Blues
31,0.406,0.6990000000000001,137078,high,0.0,0.344,-3.073,0.0339,144,0.964,Blues
38,0.44,0.426,333267,low,0.0148,0.0756,-11.78,0.0367,127,0.6779999999999999,Blues
29,0.000184,0.148,216907,high,0.0,0.0979,-5.803,0.1689999999999999,174,0.135,Blues
29,0.799,0.706,321747,low,0.902,0.115,-10.203,0.0309,90,0.146,Blues
25,0.451,0.86,211213,medium,5.32e-06,0.0904,-7.478,0.0452,110,0.7859999999999999,Blues
26,0.025,0.406,298920,medium,0.00148,0.432,-5.337999999999999,0.0327,79,0.612,Blues
39,0.207,0.4379999999999999,318853,high,0.00146,0.911,-5.577999999999999,0.032,90,0.479,Blues
40,0.787,0.5710000000000001,183667,low,0.0,0.391,-9.16,0.0625,124,0.687,Blues
40,0.418,0.63,163760,low,0.0,0.144,-11.177,0.0435,127,0.7070000000000001,Blues
36,0.25,0.8270000000000001,162040,low,0.000333,0.0922,-15.828,0.0482,89,0.767,Blues
28,0.432,0.654,209773,high,0.000601,0.0915,-7.111000000000001,0.0257,105,0.7440000000000001,Blues
55,0.273,0.588,228293,low,1.33e-05,0.0986,-4.801,0.0285,94,0.176,Blues
27,0.12,0.263,118400,high,0.000841,0.3229999999999999,-8.756,0.4039999999999999,167,0.248,Blues
26,0.5760000000000001,0.8590000000000001,223373,low,0.0,0.143,-15.889,0.0762,106,0.925,Blues
38,0.102,0.483,208493,medium,1.21e-05,0.102,-9.995,0.0363,89,0.935,Blues
25,0.0057399999999999,0.5579999999999999,209720,high,0.000296,0.0891,-5.511,0.0339,103,0.506,Blues
23,0.0272,0.614,274707,low,0.307,0.165,-7.183,0.0328,77,0.45,Blues
33,0.131,0.3989999999999999,392520,high,0.00811,0.984,-10.553,0.524,163,0.397,Blues
28,0.922,0.231,188693,low,8.35e-06,0.1119999999999999,-8.735,0.0314,174,0.235,Blues
38,0.314,0.512,197520,low,0.2689999999999999,0.11,-11.68,0.0245,104,0.241,Blues
39,0.7859999999999999,0.57,180773,medium,0.157,0.121,-8.798,0.04,105,0.391,Blues
43,0.979,0.579,180093,low,0.0403,0.0948,-15.873,0.0642,145,0.414,Blues
40,0.0621,0.777,174973,low,0.000265,0.1369999999999999,-11.894,0.0333,100,0.8540000000000001,Blues
32,0.0395,0.637,225373,medium,0.00273,0.0777,-6.73,0.0298,110,0.838,Blues
31,0.0023899999999999,0.662,271120,high,0.0,0.395,-4.817,0.0582,112,0.884,Blues
33,0.534,0.4679999999999999,171733,high,0.0,0.0515,-3.604,0.0356,105,0.6920000000000001,Blues
30,0.292,0.6779999999999999,214280,medium,0.0012699999999999,0.253,-12.466,0.0807,174,0.892,Blues
34,0.0271,0.434,264754,low,0.902,0.109,-13.963,0.0279999999999999,73,0.45,Blues
26,0.0828,0.374,212876,medium,0.0154,0.187,-5.985,0.0294,117,0.382,Blues
50,0.789,0.3879999999999999,153533,low,0.954,0.728,-11.997,0.0354,206,0.873,Blues
33,0.2339999999999999,0.588,228067,medium,1.31e-05,0.249,-6.843,0.0398,124,0.596,Blues
25,0.0115,0.521,216013,medium,6.77e-06,0.183,-6.678,0.0359,128,0.419,Blues
36,0.17,0.703,417480,medium,0.00482,0.191,-9.211,0.0988,98,0.7020000000000001,Blues
25,0.00221,0.461,309600,medium,0.0511,0.303,-7.667999999999999,0.0853,147,0.4629999999999999,Blues
35,0.3,0.6409999999999999,249200,medium,0.000149,0.141,-11.513,0.0487,127,0.5579999999999999,Blues
40,0.691,0.3289999999999999,180160,medium,0.00486,0.126,-8.5,0.072,172,0.6859999999999999,Blues
43,0.00122,0.616,343907,high,0.0227,0.0923,-5.358,0.0321,94,0.636,Blues
57,0.894,0.414,163360,low,8.37e-06,0.188,-12.674,0.0369,142,0.341,Blues
26,0.488,0.522,322547,low,0.7240000000000001,0.551,-14.972,0.0408,116,0.395,Blues
36,0.386,0.344,349693,low,2.88e-06,0.131,-12.858,0.0388,115,0.37,Blues
26,0.0329,0.396,374111,high,0.509,0.965,-7.332999999999999,0.0604,102,0.6709999999999999,Blues
33,0.685,0.67,224173,high,0.00746,0.156,-7.247999999999999,0.0835,110,0.792,Blues
68,0.142,0.64,271573,medium,0.28,0.0341,-14.981,0.0517,112,0.8009999999999999,Blues
41,0.0531,0.596,231933,high,6.7e-06,0.0826,-6.391,0.0553,151,0.792,Blues
32,8.36e-06,0.44,161987,high,0.856,0.0905,-5.093,0.0392,89,0.7140000000000001,Blues
52,0.0749,0.743,224053,medium,0.00028,0.203,-5.933,0.0287,112,0.743,Blues
34,0.0329,0.635,217373,medium,8.36e-05,0.127,-6.414,0.13,92,0.471,Blues
60,0.218,0.7859999999999999,225373,low,0.000158,0.134,-11.115,0.0432,119,0.94,Blues
19,0.507,0.619,265973,high,0.728,0.18,-7.489,0.0363,99,0.96,Blues
20,0.0207,0.366,599520,high,0.476,0.61,-7.843,0.0962,125,0.638,Blues
32,0.22,0.322,382133,medium,0.662,0.105,-8.527999999999999,0.0365,80,0.36,Blues
26,0.151,0.631,203320,medium,6.31e-06,0.108,-7.976,0.0347,97,0.802,Blues
34,0.526,0.649,163160,low,2.74e-06,0.107,-14.539,0.0278,111,0.769,Blues
40,0.0666,0.6890000000000001,318040,medium,0.000184,0.187,-9.161,0.0393,121,0.7879999999999999,Blues
39,0.0545,0.486,256832,high,0.0,0.292,-7.395,0.0531,142,0.3929999999999999,Blues
34,0.0115,0.522,191538,medium,0.0,0.204,-12.979,0.0352,117,0.8340000000000001,Blues
27,0.0136,0.763,287429,medium,6.07e-06,0.0345,-3.984,0.0721,161,0.805,Blues
32,0.354,0.441,211160,medium,0.0,0.152,-8.613999999999999,0.0297,97,0.637,Blues
31,0.107,0.247,393588,high,0.0066599999999999,0.985,-9.84,0.0838,175,0.5660000000000001,Blues
43,0.0102,0.562,253560,medium,0.000126,0.255,-9.19,0.0241,101,0.723,Blues
31,0.0103,0.372,248227,high,0.00104,0.2319999999999999,-5.16,0.0424,179,0.579,Blues
38,0.488,0.664,151403,low,0.0435,0.108,-10.569,0.0455,116,0.396,Blues
29,0.0208,0.501,192507,medium,4.1200000000000005e-05,0.165,-5.915,0.0262,108,0.449,Blues
25,0.64,0.794,225388,low,1.08e-06,0.119,-7.557,0.0465,99,0.594,Blues
37,0.544,0.611,250120,low,0.23,0.377,-11.390999999999998,0.0597,85,0.7340000000000001,Blues
26,0.168,0.291,541640,high,0.47,0.86,-7.032,0.103,153,0.427,Blues
38,0.596,0.461,274013,low,1.5e-06,0.973,-7.0760000000000005,0.0444,81,0.3379999999999999,Blues
26,0.0208,0.6579999999999999,304847,high,0.012,0.075,-8.668,0.0381,127,0.42,Blues
29,0.758,0.77,130987,medium,0.0,0.972,-8.072000000000001,0.145,124,0.952,Blues
47,0.0853,0.34,210253,medium,0.118,0.0969,-9.668,0.0741,216,0.6970000000000001,Blues
35,0.631,0.484,158360,low,0.000333,0.327,-10.252,0.0355,73,0.5760000000000001,Blues
33,0.00323,0.496,247707,medium,9.09e-06,0.33,-10.129,0.034,123,0.621,Blues
37,0.113,0.488,326520,high,0.259,0.17,-6.057,0.0448,120,0.262,Blues
36,0.5660000000000001,0.643,235373,low,0.0,0.127,-12.848,0.0615,121,0.634,Blues
37,0.523,0.374,251360,low,5.15e-06,0.1159999999999999,-9.214,0.0482,193,0.289,Blues
46,0.182,0.604,218373,medium,0.00532,0.979,-10.309,0.0444,85,0.733,Blues
39,0.8170000000000001,0.462,201391,low,0.0,0.0876,-13.367,0.119,176,0.84,Blues
49,0.755,0.498,333933,low,0.000271,0.0888,-12.529000000000002,0.0329,78,0.386,Blues
38,0.913,0.584,187544,low,0.000562,0.113,-12.255999999999998,0.0481,80,0.3979999999999999,Blues
34,0.374,0.511,630800,medium,0.0181,0.888,-12.108,0.0315,135,0.412,Blues
49,0.0281,0.5670000000000001,185587,medium,4.03e-06,0.107,-6.924,0.0325,97,0.146,Blues
51,0.495,0.653,195307,high,0.0002319999999999,0.24,-5.593999999999999,0.188,129,0.713,Blues
20,0.476,0.501,248947,low,0.00789,0.249,-6.765,0.0293,140,0.257,Blues
43,0.157,0.82,208427,medium,0.000134,0.0805,-9.577,0.0437,112,0.741,Blues
52,0.00525,0.524,260160,high,0.192,0.147,-8.55,0.0628,107,0.59,Blues
42,0.173,0.3289999999999999,250000,low,8.09e-06,0.124,-7.235,0.0274,99,0.1639999999999999,Blues
39,0.381,0.75,164320,medium,0.0,0.142,-8.985,0.0706,137,0.972,Blues
31,0.00692,0.2339999999999999,821093,medium,0.583,0.937,-10.806,0.0446,156,0.371,Blues
30,0.6829999999999999,0.519,284893,medium,0.0,0.0561,-5.226,0.0942,125,0.67,Blues
33,0.346,0.41,251960,low,0.001,0.1369999999999999,-12.692,0.0285,156,0.594,Blues
31,0.144,0.764,150240,medium,0.000493,0.0759,-6.084,0.0404,134,0.875,Blues
26,0.516,0.629,396067,medium,9.71e-06,0.292,-8.956,0.0429,149,0.441,Blues
27,0.412,0.7120000000000001,280922,medium,0.203,0.27,-6.482,0.0812,112,0.675,Blues
46,0.7879999999999999,0.688,165733,medium,2.64e-05,0.0683,-10.453,0.0832,152,0.935,Blues
24,0.531,0.299,267627,low,0.00928,0.324,-11.401,0.032,92,0.374,Blues
29,0.895,0.6629999999999999,142173,medium,0.4529999999999999,0.148,-10.147,0.0431,129,0.843,Blues
33,0.33,0.3379999999999999,400667,high,0.0065,0.972,-6.277,0.273,179,0.525,Blues
57,0.0555,0.263,284496,high,0.0,0.231,-7.287999999999999,0.0431,180,0.429,Blues
27,0.0228,0.528,200160,high,0.0,0.0552,-7.231,0.0603,131,0.79,Blues
27,0.0277,0.5579999999999999,204330,high,0.00945,0.2339999999999999,-4.361000000000001,0.03,99,0.6779999999999999,Blues
32,0.000942,0.375,218723,high,0.0625,0.15,-6.437,0.0392,157,0.499,Blues
22,0.00044,0.574,241333,medium,0.0125,0.18,-7.298999999999999,0.0457,140,0.69,Blues
37,0.469,0.579,150600,low,0.0,0.246,-14.659,0.0762,121,0.545,Blues
39,0.108,0.379,431333,medium,0.00352,0.28,-11.933,0.033,90,0.7659999999999999,Blues
35,0.758,0.645,306933,low,0.00183,0.0798,-10.087,0.0453,96,0.521,Blues
42,0.687,0.573,151453,low,0.0,0.0826,-8.424,0.0253,97,0.932,Blues
29,0.0708,0.7609999999999999,261227,high,0.000644,0.0485,-6.928999999999999,0.0265,125,0.967,Blues
68,0.0458,0.537,232173,medium,2.54e-06,0.1119999999999999,-5.863,0.0411,142,0.45,Blues
33,0.904,0.565,167480,low,7.15e-05,0.118,-17.895,0.0317,80,0.1009999999999999,Blues
24,0.0439,0.375,510187,medium,0.1119999999999999,0.7759999999999999,-8.389,0.0351,106,0.516,Blues
39,0.0949,0.619,239027,high,2.98e-05,0.574,-5.482,0.0407,115,0.396,Blues
37,0.444,0.61,344880,medium,2.14e-06,0.0951,-6.416,0.0293,120,0.482,Blues
27,0.0182,0.35,184773,medium,3.79e-06,0.073,-6.553,0.0568,156,0.593,Blues
39,0.882,0.621,158133,low,0.0,0.0795,-10.909,0.0289999999999999,95,0.758,Blues
34,0.5479999999999999,0.537,328560,low,0.027,0.107,-10.762,0.0868,86,0.2269999999999999,Blues
42,0.155,0.45,251093,medium,0.00536,0.924,-6.143,0.0387,79,0.3989999999999999,Blues
32,0.00283,0.496,187093,high,0.753,0.299,-4.601,0.0641,114,0.308,Blues
31,0.583,0.497,133419,high,0.0336,0.0827,-9.242,0.073,148,0.866,Blues
27,0.586,0.77,173440,low,0.0,0.0529,-8.974,0.0359,109,0.82,Blues
39,0.977,0.596,174472,low,0.0106,0.108,-17.814,0.0495,183,0.8340000000000001,Blues
29,0.00295,0.368,276240,high,6.330000000000001e-05,0.292,-4.595,0.0494,142,0.433,Blues
30,0.612,0.722,218960,medium,0.0,0.132,-6.065,0.0409999999999999,107,0.67,Blues
59,0.726,0.486,166827,low,1.59e-06,0.0601,-13.522,0.0533,206,0.598,Blues
31,0.0486,0.2739999999999999,279320,high,0.141,0.16,-8.154,0.0465,182,0.826,Blues
39,0.00466,0.257,325467,medium,2.92e-06,0.103,-10.318,0.0858,151,0.3,Blues
28,0.0201,0.578,253400,high,0.6890000000000001,0.0857,-4.604,0.0348,142,0.72,Blues
26,0.0648,0.546,196240,high,0.757,0.0805,-9.106,0.0598,114,0.933,Blues
38,0.00218,0.253,246827,high,2.54e-06,0.222,-3.732,0.21,150,0.178,Blues
23,0.779,0.303,458773,medium,0.24,0.8220000000000001,-8.484,0.0749,120,0.258,Blues
31,0.82,0.501,1016034,low,0.617,0.2269999999999999,-15.419,0.0804,145,0.413,Blues
30,0.765,0.565,207413,low,9.47e-06,0.088,-11.252,0.0449,208,0.936,Blues
38,0.485,0.4579999999999999,445493,low,0.0,0.3329999999999999,-14.575,0.0461,154,0.293,Blues
51,0.162,0.6409999999999999,268120,medium,0.168,0.065,-7.36,0.0335,98,0.416,Blues
34,0.0126,0.478,362173,high,0.015,0.568,-8.815,0.0591,130,0.861,Blues
32,0.939,0.622,170867,low,0.0321,0.1,-20.31,0.0355,96,0.209,Blues
44,0.797,0.278,159080,low,0.0,0.732,-9.181,0.0402,208,0.838,Blues
30,0.73,0.626,239040,medium,0.363,0.179,-10.319,0.0512,81,0.573,Blues
33,0.000662,0.426,240749,high,0.346,0.113,-4.893,0.0396,171,0.5589999999999999,Blues
35,0.934,0.711,231600,low,0.00104,0.369,-11.525,0.0408,116,0.256,Blues
34,0.728,0.779,341293,low,0.0006259999999999,0.0969,-13.175,0.043,126,0.392,Blues
30,0.2789999999999999,0.384,326147,high,0.000813,0.964,-6.772,0.0806,170,0.479,Blues
60,0.115,0.412,222467,medium,7.34e-06,0.314,-10.714,0.0335,129,0.294,Blues
35,0.371,0.679,321480,medium,4.54e-05,0.0758,-8.275,0.0338,112,0.47,Blues
64,0.0117,0.292,275395,high,7.79e-05,0.155,-6.763,0.0407,90,0.244,Blues
27,0.0562,0.594,240493,medium,0.0293,0.0917,-10.483,0.0357,143,0.889,Blues
48,0.8290000000000001,0.495,280213,low,0.0,0.113,-10.275,0.0305,124,0.272,Blues
29,0.00107,0.3829999999999999,261080,high,0.00151,0.135,-7.716,0.178,134,0.6890000000000001,Blues
43,0.00878,0.3979999999999999,191647,high,1.36e-06,0.03,-3.944,0.18,184,0.6990000000000001,Blues
36,0.118,0.6579999999999999,152267,medium,0.862,0.0582,-11.493,0.065,123,0.899,Blues
42,0.0215,0.4539999999999999,332500,high,0.00245,0.2019999999999999,-7.986000000000001,0.0546,134,0.356,Blues
44,0.1669999999999999,0.7070000000000001,319360,low,0.00763,0.085,-17.891,0.0397,148,0.466,Blues
26,0.972,0.52,233107,low,0.8909999999999999,0.106,-16.67,0.148,154,0.706,Blues
29,0.324,0.585,210240,medium,0.7509999999999999,0.123,-8.677,0.0296,80,0.654,Blues
0,0.8079999999999999,0.546,329728,low,0.00137,0.6890000000000001,-16.527,0.272,106,0.581,Blues
22,0.44,0.608,291084,low,0.0,0.0765,-6.395,0.306,180,0.4529999999999999,Blues
29,0.121,0.327,273133,medium,0.0060799999999999,0.0624,-6.38,0.0377,158,0.361,Blues
31,0.291,0.7170000000000001,218627,medium,0.0,0.0293,-9.949,0.0328,95,0.93,Blues
39,0.669,0.615,170107,medium,0.782,0.0814,-12.378,0.0416,137,0.877,Blues
27,0.45,0.655,145493,medium,0.012,0.131,-11.787,0.0725,124,0.8440000000000001,Blues
28,0.762,0.437,296280,low,2.87e-05,0.0759,-8.517999999999999,0.0308,141,0.282,Blues
38,0.104,0.626,198587,medium,0.00501,0.0598,-6.739,0.0353,111,0.933,Blues
38,0.0024,0.547,229926,high,0.405,0.132,-4.287,0.0392,133,0.688,Blues
39,0.0827,0.601,219533,medium,0.0372,0.0573,-9.75,0.0673,100,0.76,Blues
33,0.102,0.596,207680,medium,0.0,0.268,-5.266,0.0314,131,0.711,Blues
35,0.83,0.3979999999999999,402400,medium,1.18e-06,0.746,-7.972,0.0472,125,0.369,Blues
35,0.131,0.421,212693,medium,0.0,0.298,-9.822,0.0434,162,0.706,Blues
31,0.2189999999999999,0.56,194667,medium,0.144,0.179,-5.69,0.0362,152,0.963,Blues
1,0.902,0.437,228224,low,0.109,0.94,-13.893,0.0364,98,0.445,Blues
23,0.00343,0.482,139107,medium,0.9,0.0937,-9.076,0.0276,82,0.486,Blues
47,0.261,0.735,270800,low,0.000364,0.0545,-11.333,0.0404,122,0.606,Blues
41,0.537,0.6659999999999999,204773,low,0.0134,0.1119999999999999,-8.552999999999999,0.0421,80,0.441,Blues
36,0.821,0.773,160693,high,1.64e-05,0.109,-5.157,0.0438,131,0.947,Blues
34,0.0679,0.6579999999999999,174493,high,0.00407,0.982,-6.659,0.1689999999999999,145,0.532,Blues
27,0.617,0.86,168760,high,8.06e-05,0.146,-4.357,0.31,130,0.787,Blues
27,0.45,0.657,146107,medium,0.42,0.133,-14.069,0.0358,168,0.964,Blues
32,0.36,0.647,209587,low,0.0,0.105,-10.216,0.265,132,0.377,Blues
35,0.00698,0.637,223520,medium,9.62e-05,0.0934,-5.299,0.0289999999999999,142,0.487,Blues
32,0.284,0.3929999999999999,252693,low,0.0009279999999999,0.0765,-13.161,0.0466,186,0.303,Blues
21,0.0433,0.578,267052,high,0.0,0.204,-3.679,0.294,176,0.748,Blues
29,0.196,0.286,438467,low,0.242,0.297,-12.109000000000002,0.0291,186,0.623,Blues
36,0.894,0.413,165173,low,0.0026,0.1159999999999999,-15.519,0.0302,69,0.541,Blues
35,0.407,0.579,179107,low,0.8320000000000001,0.099,-8.565,0.0367,169,0.778,Blues
35,0.733,0.591,172460,low,0.0,0.0987,-4.906000000000001,0.0261,114,0.627,Blues
48,0.00232,0.534,424533,medium,7.65e-05,0.0581,-11.129,0.0429,121,0.555,Blues
45,0.00821,0.416,528111,medium,0.789,0.138,-7.746,0.0379,119,0.305,Blues
33,0.165,0.306,264267,medium,0.145,0.115,-5.299,0.0331,151,0.255,Blues
46,0.861,0.535,201866,low,1.97e-06,0.11,-11.311,0.0384,135,0.4039999999999999,Blues
42,0.0667,0.653,223093,medium,0.0218,0.125,-8.547,0.0352,91,0.429,Blues
28,0.3779999999999999,0.721,464560,medium,2.8e-06,0.6779999999999999,-8.937000000000001,0.0999,109,0.843,Blues
34,0.0158,0.206,179360,medium,0.00731,0.226,-8.589,0.0478,172,0.299,Blues
34,0.108,0.7120000000000001,317147,low,0.317,0.0948,-12.195,0.0324,101,0.7390000000000001,Blues
34,0.325,0.6809999999999999,220787,low,2.97e-05,0.104,-8.936,0.0263,105,0.275,Blues
25,0.00105,0.362,242000,high,1.7e-06,0.039,-5.759,0.0522,96,0.535,Blues
29,0.0103,0.637,185045,high,0.0393,0.0558,-7.011,0.0499,148,0.608,Blues
25,0.976,0.601,175200,low,0.0,0.0664,-11.204,0.0412,95,0.716,Blues
32,0.512,0.858,188467,low,9.82e-05,0.0758,-13.363,0.0382,108,0.95,Blues
26,0.0745,0.8490000000000001,212547,high,3.5100000000000006e-05,0.0621,-4.513999999999999,0.0616,111,0.962,Blues
22,0.401,0.757,329933,medium,0.068,0.731,-12.691,0.0498,107,0.917,Blues
29,0.506,0.847,183573,low,0.0352,0.115,-15.243,0.242,127,0.741,Blues
40,0.0153,0.456,334027,low,0.0,0.139,-10.72,0.0288,77,0.4679999999999999,Blues
23,0.585,0.7979999999999999,130307,medium,0.0,0.106,-10.175,0.4539999999999999,112,0.885,Blues
28,0.8590000000000001,0.574,185387,low,0.0,0.114,-9.087,0.0363,68,0.672,Blues
59,0.00214,0.496,214987,high,0.22,0.136,-3.895,0.0507,92,0.594,Blues
55,0.0155,0.324,242720,high,0.0252,0.2769999999999999,-6.803,0.0837,83,0.313,Blues
33,0.0826,0.249,80573,high,0.6970000000000001,0.895,-3.866,0.0967,173,0.27,Blues
28,0.206,0.5589999999999999,315493,low,0.0,0.0661,-9.524,0.0986,165,0.5870000000000001,Blues
43,0.0409999999999999,0.5660000000000001,213216,medium,2.37e-05,0.119,-7.164,0.0505,98,0.429,Blues
47,0.669,0.487,217493,low,0.0086,0.114,-10.24,0.0402,130,0.482,Blues
21,0.000991,0.604,197480,high,0.0367,0.1119999999999999,-3.31,0.0523,94,0.882,Blues
44,0.0333,0.282,225467,high,0.000347,0.354,-6.598,0.068,166,0.5429999999999999,Blues
44,0.7879999999999999,0.612,179626,medium,3.13e-06,0.193,-6.296,0.0623,155,0.845,Blues
35,0.0041,0.367,224227,high,0.00349,0.1169999999999999,-6.712999999999999,0.0937,124,0.363,Blues
32,0.315,0.639,381067,high,0.00792,0.983,-6.641,0.0472,112,0.753,Blues
41,0.309,0.594,158733,low,0.0,0.0829,-10.726,0.0262,106,0.602,Blues
48,0.431,0.534,194600,medium,2.79e-06,0.0988,-5.276,0.0345,124,0.45,Blues
32,0.0559,0.519,237800,low,0.0,0.162,-11.702,0.0585,132,0.3279999999999999,Blues
19,0.371,0.727,330440,low,0.0553,0.737,-7.904,0.0359,80,0.288,Blues
23,0.3279999999999999,0.3829999999999999,910573,medium,0.0517,0.804,-10.101,0.0899,155,0.5589999999999999,Blues
46,0.0275,0.439,257707,high,0.00579,0.3939999999999999,-8.189,0.0627,180,0.359,Blues
28,0.0889,0.606,306773,medium,0.188,0.0296,-6.919,0.036,171,0.72,Blues
32,0.473,0.3829999999999999,645320,low,0.5579999999999999,0.1119999999999999,-9.693,0.0301,129,0.251,Blues
35,0.856,0.779,192707,low,7.82e-06,0.0974,-21.57,0.1119999999999999,103,0.696,Blues
36,0.906,0.556,177333,low,0.0,0.627,-10.235,0.0273,96,0.772,Blues
47,0.416,0.4,223125,low,0.0583,0.11,-7.616,0.043,150,0.217,Blues
27,0.4479999999999999,0.608,216240,medium,0.000316,0.105,-12.734000000000002,0.0467,116,0.8109999999999999,Blues
36,0.0603,0.445,242773,high,4.25e-05,0.132,-7.882999999999999,0.102,163,0.33,Blues
30,0.17,0.47,196760,high,0.0,0.863,-5.698,0.115,140,0.718,Blues
36,0.0263,0.62,206267,low,0.642,0.2239999999999999,-15.728,0.031,122,0.405,Blues
41,0.0254,0.477,185440,medium,0.0184,0.115,-7.687,0.0498,90,0.5710000000000001,Blues
35,0.61,0.262,195840,medium,0.00299,0.0789,-5.156000000000001,0.0288,153,0.188,Blues
43,0.733,0.4529999999999999,146747,low,0.0002279999999999,0.126,-11.535,0.0393,163,0.597,Blues
53,0.303,0.503,229573,high,2.44e-05,0.152,-4.751,0.0401,145,0.382,Blues
24,0.183,0.599,219000,high,0.0002319999999999,0.3379999999999999,-4.143,0.0676,134,0.792,Blues
33,0.00928,0.753,168240,medium,0.6409999999999999,0.0256,-7.192,0.157,96,0.642,Blues
51,0.0226,0.294,166400,medium,0.435,0.114,-6.268,0.0348,178,0.5670000000000001,Blues
30,0.754,0.5579999999999999,205107,low,0.0017,0.11,-11.802,0.0343,74,0.286,Blues
27,0.192,0.288,114293,low,0.0,0.943,-19.985,0.0746,86,0.191,Blues
31,0.846,0.664,146560,low,0.0,0.308,-16.25,0.0362,107,0.779,Blues
35,0.0339,0.595,289720,high,0.00231,0.311,-8.612,0.0396,116,0.795,Blues
24,0.6579999999999999,0.8,171733,low,0.0359,0.0667,-9.02,0.0317,104,0.5529999999999999,Blues
30,0.688,0.64,324453,medium,0.0,0.733,-6.761,0.0438,175,0.878,Blues
25,0.397,0.346,396683,low,6.15e-05,0.708,-12.782,0.0602,149,0.0691,Blues
40,0.7979999999999999,0.672,148827,medium,1.49e-05,0.0744,-5.361000000000001,0.0364,116,0.807,Blues
42,0.0418,0.5710000000000001,317773,high,2.37e-05,0.0527,-5.752000000000001,0.0323,92,0.804,Blues
41,0.466,0.563,156373,medium,5.72e-06,0.136,-9.42,0.0273,89,0.713,Blues
29,0.63,0.534,125440,medium,0.0,0.362,-10.264,0.0682,147,0.868,Blues
28,0.151,0.594,280827,medium,0.000478,0.0477,-11.022,0.1369999999999999,92,0.503,Blues
34,0.106,0.33,760933,medium,0.182,0.622,-7.334,0.175,148,0.488,Blues
34,0.111,0.522,203293,low,0.000322,0.0939,-13.956,0.0404,102,0.6709999999999999,Blues
31,0.471,0.409,210413,high,8.640000000000001e-05,0.3939999999999999,-9.986,0.136,178,0.6759999999999999,Blues
33,0.55,0.607,260947,low,0.105,0.111,-12.929,0.0306,160,0.316,Blues
